milp_id,source,data_dir,n_instances,file,generator_class,all_classes,objective_sense,vtypes,mentions_ecole,has_cover_ge1,has_pack_le1,has_pairwise_conflict,has_knapsack_cap,has_quicksum,param_keys,density,coarse_family
999011,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999011-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999011-gpt-4o.py,SetCover,SetCover,minimize,BI,False,True,False,False,False,True,"c,indptr_csr,indices_csr,vehicle_availability,vehicle_capacities,exclusive_demands,__main__,n_rows,n_cols,density,max_coef,n_time_slots,downtime_cost,min_vehicle_capacity,max_vehicle_capacity,max_exclusive_demand",0.05,covering-like
999012,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999012-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999012-gpt-4o.py,EnhancedSetCover,EnhancedSetCover,minimize,B,False,True,False,False,False,True,"c,indptr_csr,indices_csr,capacities,rows_critical,trans_cost,sustainability,emission_factors,__main__,n_rows,n_cols,density,max_coef,max_capacity,critical_row_fraction,n_periods,penalty_per_critical_row",0.05,covering-like
999013,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999013-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999013-gpt-4o.py,WarehouseFulfillment,WarehouseFulfillment,minimize,B,False,False,False,False,False,True,"shipping_costs,warehouse_capacity,order_demand,__main__,num_orders,num_warehouses,max_demand",0.03333333333333333,other
999014,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999014-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999014-gpt-4o.py,HospitalStaffScheduling,HospitalStaffScheduling,minimize,B,False,False,False,False,False,True,"shift_demand,staff_availability,shift_costs,emergency_shifts,emergency_costs,max_hours,max_emergency_hours,__main__,num_staff,num_shifts",0.01,other
999015,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999015-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999015-gpt-4o.py,EnhancedSetCover,EnhancedSetCover,minimize,B,False,True,True,False,False,True,"c,indptr_csr,indices_csr,capacities,rows_critical,temperature_requirements,delivery_time_windows,fluctuating_fuel_costs,weather_impacts,carbon_penalties,__main__,n_rows,n_cols,density,max_coef,max_capacity,critical_row_fraction,max_temp_requirement,min_temp_requirement",0.05,covering-like
999016,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999016-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999016-gpt-4o.py,CapacitatedFacilityLocation,CapacitatedFacilityLocation,minimize,BC,False,False,False,False,True,True,"demands,capacities,fixed_costs,transportation_costs,stochastic_demands,stochastic_capacities,weights,overlaps,__main__,n_customers,n_facilities,demand_interval,capacity_interval,fixed_cost_scale_interval,fixed_cost_cste_interval,ratio,continuous_assignment,stochastic_demand_std,stochastic_capacity_std,alpha,max_weight,max_overlap,capacity,max_num_overlaps",0.00039732744386844043,other
999017,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999017-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999017-gpt-4o.py,ShiftScheduling,ShiftScheduling,minimize,BC,False,False,False,False,False,True,"shift_requirements,worker_availability,worker_capacity,cost,breakpoints,additional_costs,__main__,n_workers,n_shifts,availability_prob,max_shift_requirement,max_worker_capacity,max_cost,n_segments,max_additional_cost",0.02709536208913544,other
999018,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999018-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999018-gpt-4o.py,SetCoverWithAuction,SetCoverWithAuction,,B,False,True,True,False,True,True,"c,indptr_csr,indices_csr,values,compat_matrix,__main__,n_rows,n_cols,density,max_coef,min_val,max_val,capacity,compatibility_threshold",0.0013998871207630353,other
999019,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999019-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999019-gpt-4o.py,ProductionScheduling,ProductionScheduling,maximize,B,False,False,False,False,False,True,"labor_time,worker_productivity,machine_capacity,assignment_cost,critical_machines,__main__,num_workers,num_machines,max_labor_time",0.03333333333333333,other
999020,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999020-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999020-gpt-4o.py,ProductionScheduleOptimization,ProductionScheduleOptimization,minimize,B,False,False,False,False,False,True,"energy_consumptions,environmental_impacts,production_capacities,demands,__main__,n_machines,n_periods,min_energy_consump,max_energy_consump,min_env_impact,max_env_impact,min_prod_capacity,max_prod_capacity,min_demand,max_demand,resource_limit_per_period",1.0,other
999021,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999021-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999021-gpt-4o.py,SimplifiedCombinatorialAuction,SimplifiedCombinatorialAuction,minimize,,False,False,False,False,False,True,"values,demands,supply,costs,__main__,n_items,n_bids,min_value,max_value",0.006666666666666667,other
999022,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999022-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999022-gpt-4o.py,ProductionScheduling,ProductionScheduling,maximize,B,False,False,False,False,False,True,"labor_time,worker_productivity,machine_capacity,machine_running_cost,shift_requirements,labor_costs,worker_edges,__main__,num_workers,num_machines,max_labor_time,min_shift_coverage,max_shift_coverage",0.05959183673469388,other
999023,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999023-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999023-gpt-4o.py,OrderFulfillment,OrderFulfillment,minimize,B,False,False,False,False,False,True,"volume,handling_cost,capacity,cost_factor,orders,warehouses,__main__,n_orders,n_warehouses,min_volume,max_volume,min_handling_cost,max_handling_cost,min_capacity,max_capacity,min_cost_factor,max_cost_factor",0.03333333333333333,other
999024,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999024-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999024-gpt-4o.py,SetCover,SetCover,,B,False,True,False,False,False,True,"c,indptr_csr,indices_csr,__main__,n_rows,n_cols,density,max_coef",0.05,other
999025,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999025-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999025-gpt-4o.py,Graph,"Graph,OptimalWorkerScheduling",minimize,B,False,False,False,False,False,True,"task_durations,worker_costs,worker_capacities,__main__,n_tasks,n_workers,TaskDurationParam,WorkerCostParam,WorkerCapacityParam",0.016666666666666666,other
999026,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999026-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999026-gpt-4o.py,Graph,"Graph,WarehouseAllocation",minimize,BC,False,False,False,False,False,True,"shipping_costs,capacities,mean_demands,demand_uncertainty,__main__,num_warehouses,num_retailers,uncertainty_level,max_shipment",0.02857142857142857,other
999027,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999027-gpt-4o,7,MILP-Evolve/language_data_example/tab1/code/milp_999027-gpt-4o.py,DisasterResponseSupplyDistribution,DisasterResponseSupplyDistribution,minimize,B,False,True,False,False,False,True,"distribution_cost,indptr_csr,indices_csr,vehicle_capacities,critical_locations,allocation_budget,__main__,locations,supplies,density,max_distribution_cost,max_vehicle_capacity,critical_location_fraction,max_budget",,covering-like
999028,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999028-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999028-gpt-4o.py,LogisticsRoutePlanning,LogisticsRoutePlanning,minimize,BC,False,False,False,False,False,True,"package_sizes,vehicle_capacities,route_times,time_windows,__main__,num_vehicles,num_routes,max_capacity,max_route_time,min_route_time",0.05,other
999029,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999029-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999029-gpt-4o.py,FacilityLocation,FacilityLocation,,B,False,False,False,False,False,True,"opening_costs,transport_costs,__main__,n_locations,n_facilities,max_opening_cost,max_transport_cost",0.0005824111822947001,other
999030,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999030-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999030-gpt-4o.py,ProductionScheduling,ProductionScheduling,minimize,BC,False,False,False,False,False,True,"production_demand,worker_availability,production_capacity,worker_costs,__main__,n_products,n_workers,n_shifts,min_demand,max_demand,min_avail,max_avail,min_capacity,max_capacity,min_cost,max_cost,n_scenarios",0.026351351351351353,other
999031,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999031-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999031-gpt-4o.py,CombinatorialAuction,CombinatorialAuction,maximize,B,False,False,True,False,False,True,"bids,bids_per_item,dependency_pairs,__main__,n_items,n_bids,min_value,max_value,value_deviation,additivity,add_item_prob,budget_factor,resale_factor,max_n_sub_bids,item_capacity",0.0638835726493977,packing-like
999032,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999032-gpt-4o,7,MILP-Evolve/language_data_example/tab1/code/milp_999032-gpt-4o.py,CombinatorialAuction,CombinatorialAuction,minimize,C,False,False,False,False,False,True,"values,demands,supply,costs,traffic_conditions,certified_drivers,__main__,n_items,n_bids,min_value,max_value,value_deviation,additivity,add_item_prob,budget_factor,resale_factor,max_n_sub_bids,traffic_scenarios,num_certified_drivers",,other
999033,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999033-gpt-4o,9,MILP-Evolve/language_data_example/tab1/code/milp_999033-gpt-4o.py,RenewableEnergyInvestment,RenewableEnergyInvestment,maximize,BC,False,False,True,False,False,True,"investment_costs,operational_costs,revenues,subsidies,tax_incentives,dependencies,cliques,__main__,n_projects,n_periods,min_invest_cost,max_invest_cost,min_oper_cost,max_oper_cost,min_revenue,max_revenue,min_subsidy,max_subsidy,min_tax_incentive,max_tax_incentive,total_budget,discount_rate,dependency_probability",0.0889576883384933,packing-like
999034,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999034-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999034-gpt-4o.py,MachineScheduling,MachineScheduling,,B,False,False,False,False,False,True,"labor_costs,machine_capacities,workload_requirements,__main__,num_workers,num_machines,max_cost,min_capacity,max_capacity,min_labor_hours",0.027611940298507463,other
999035,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999035-gpt-4o,2,MILP-Evolve/language_data_example/tab1/code/milp_999035-gpt-4o.py,ProductionSchedule,ProductionSchedule,,B,False,False,False,False,False,True,"production_output,downtime_cost,maintenance_time,energy_consumption,crew_availability,__main__,n_machines,n_shifts,n_crew,min_output,max_output,min_downtime_cost,max_downtime_cost,min_maintenance_time,max_maintenance_time,min_energy,max_energy,energy_limit,max_maint_per_crew",,other
999036,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999036-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999036-gpt-4o.py,CapacitatedFacilityLocation,CapacitatedFacilityLocation,minimize,BC,False,False,False,False,False,True,"demands,capacities,fixed_costs,transportation_costs,__main__,n_customers,n_facilities,demand_interval,capacity_interval,fixed_cost_scale_interval,fixed_cost_cste_interval,ratio,continuous_assignment",0.0015227928926280238,other
999037,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999037-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999037-gpt-4o.py,WorkforceAllocation,WorkforceAllocation,maximize,C,False,False,False,False,False,True,"efficiencies,weekly_output,labor_costs,__main__,n_workers,n_machines,min_hours,max_hours,min_efficiency,max_efficiency,min_output,max_output,min_labor_cost,max_labor_cost,budget",0.04225352112676056,other
999038,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999038-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999038-gpt-4o.py,TransportationOptimization,TransportationOptimization,minimize,BC,False,False,False,False,False,True,"demands,vehicle_capacities,travel_times,fuel_efficiencies,__main__,num_destinations,num_vehicles,min_vehicle_capacity,max_vehicle_capacity,min_travel_time,max_travel_time,max_demand,min_fuel_efficiency,max_fuel_efficiency",0.02857142857142857,other
999039,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999039-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999039-gpt-4o.py,WarehouseOptimization,WarehouseOptimization,minimize,B,False,False,False,False,False,True,"tasks,worker_costs,__main__,n_workers,n_tasks,min_cost,max_cost,cost_deviation,add_task_prob,max_duration,avg_duration,std_duration,hiring_cost,n_vehicles,vehicle_cost,vehicle_capacity,robust_cost_limit",0.014584346135148274,other
999040,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999040-gpt-4o,9,MILP-Evolve/language_data_example/tab1/code/milp_999040-gpt-4o.py,ShiftScheduling,ShiftScheduling,minimize,B,False,False,False,False,False,True,"shift_requirements,worker_availability,worker_capacity,cost,worker_skills,__main__,n_workers,n_shifts,availability_prob,min_shift_requirement,max_shift_requirement,min_worker_capacity,max_worker_capacity,min_cost,max_cost,min_skill_level,max_skill_level,min_avg_skill,max_avg_skill",0.025,other
999041,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999041-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999041-gpt-4o.py,ComplexSetCover,ComplexSetCover,minimize,BCI,False,True,False,False,False,True,"c,indptr_csr,indices_csr,capacities,rows_critical,other_penalties,__main__,n_rows,n_cols,density,max_coef,max_capacity,critical_row_fraction",0.3418888888888889,covering-like
999042,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999042-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999042-gpt-4o.py,SupplyChainOptimization,SupplyChainOptimization,minimize,B,False,False,False,False,False,True,"shipping_costs,order_volumes,holding_costs,__main__,n_warehouses,n_orders,min_cost,max_cost,min_volume,max_volume,min_holding_cost,max_holding_cost,penalty_cost,warehouse_capacity",0.08,other
999043,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999043-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999043-gpt-4o.py,CombinatorialAuction,CombinatorialAuction,minimize,BC,False,False,True,False,False,True,"values,demands,supply,costs,dependency_pairs,__main__,n_items,n_bids,min_value,max_value,value_deviation,additivity,add_item_prob,budget_factor,resale_factor,max_n_sub_bids,n_dep_pairs",0.0033333333333333335,other
999044,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999044-gpt-4o,9,MILP-Evolve/language_data_example/tab1/code/milp_999044-gpt-4o.py,Graph,"Graph,OrderAllocation",minimize,B,False,False,False,False,False,True,"handling_times,vehicle_capacities,shift_requirements,worker_availability,worker_capacity,cost,__main__,n_orders,n_warehouses,HandlingTimeParam,VehicleCapacityParam,n_workers,n_shifts,availability_prob,max_shift_requirement,max_worker_capacity,max_cost",0.0033731248207030653,other
999045,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999045-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999045-gpt-4o.py,OfficeSpaceAllocation,OfficeSpaceAllocation,minimize,B,False,False,False,False,False,True,"team_sizes,office_capacities,workspace_availability,cost,__main__,n_teams,n_offices,availability_prob,max_team_size,max_office_capacity,max_cost",0.05604075691411936,other
999046,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999046-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999046-gpt-4o.py,Graph,"Graph,ProductionScheduling",minimize,BC,False,False,True,False,False,True,"production_demand,worker_availability,production_capacity,worker_costs,graph,__main__,n_products,n_workers,n_shifts,min_demand,max_demand,min_avail,max_avail,min_capacity,max_capacity,min_cost,max_cost,affinity",0.05267175572519084,other
999047,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999047-gpt-4o,4,MILP-Evolve/language_data_example/tab1/code/milp_999047-gpt-4o.py,TaskScheduling,TaskScheduling,,BC,False,False,False,False,False,True,"task_times,worker_availabilities,adj_matrix,__main__,n_tasks,n_workers,min_availability,max_availability,max_task_time,n_dependencies",,other
999048,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999048-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999048-gpt-4o.py,WarehouseOptimization,WarehouseOptimization,minimize,BC,False,False,False,False,False,True,"fixed_costs,op_costs,regional_demands,warehouse_capacity,__main__,n_warehouses,n_regions,min_value,max_value",0.08,other
999049,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999049-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999049-gpt-4o.py,WorkforceScheduling,WorkforceScheduling,,B,False,False,False,False,False,True,"LoadDemand,WorkerAvailability,HourlyPay,SkillLevel,__main__,n_workers,n_shifts,min_load,max_load,min_pay,max_pay,min_skill,max_skill,max_cost,max_night_shifts,max_shifts,night_shifts",0.022503723042415106,other
999050,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999050-gpt-4o,9,MILP-Evolve/language_data_example/tab1/code/milp_999050-gpt-4o.py,ProductionScheduling,ProductionScheduling,minimize,BCI,False,False,False,False,False,True,"production_demand,worker_availability,production_capacity,worker_costs,worker_skills,__main__,n_products,n_workers,n_shifts,min_demand,max_demand,mean_demand,std_demand,min_avail,max_avail,lambda_avail,min_capacity,max_capacity,gamma_shape,gamma_scale,min_cost,max_cost,mean_cost,std_cost,min_workers_per_shift,max_workers_per_shift,balance_tolerance",0.03713080168776371,other
999051,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999051-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999051-gpt-4o.py,ShiftScheduling,ShiftScheduling,minimize,B,False,False,False,False,False,True,"shift_requirements,worker_availability,worker_capacity,cost,worker_preference,max_deviation,__main__,n_workers,n_shifts,availability_prob,max_shift_requirement,max_worker_capacity,max_cost",0.2909090909090909,other
999052,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999052-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999052-gpt-4o.py,ProductionResourceAllocation,ProductionResourceAllocation,minimize,I,False,False,False,False,False,True,"demands,capacities,raw_materials,production_costs,stochastic_demands,stochastic_capacities,stochastic_raw_materials,__main__,n_products,n_machines,n_raw_materials,demand_interval,capacity_interval,raw_material_interval,production_cost_mean,production_cost_std,stochastic_demand_std,stochastic_capacity_std,stochastic_raw_material_std,lead_time_weight",0.025,other
999053,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999053-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999053-gpt-4o.py,DataCenterOptimization,DataCenterOptimization,minimize,BC,False,False,False,False,False,True,"weights,installation_costs,baseline_loads,max_load_per_machine,__main__,n_machines,n_jobs,min_weight,max_weight,baseline_load,installation_cost,max_machine_weight",0.04305674365554605,other
999054,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999054-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999054-gpt-4o.py,ShiftScheduling,ShiftScheduling,minimize,B,False,False,False,False,False,True,"shift_requirements,worker_availability,worker_capacity,cost,skill_level,shift_priority,__main__,n_workers,n_shifts,availability_prob,max_shift_requirement,max_worker_capacity,max_cost,max_skill_level,required_skill_level,max_priority,budget",0.037037037037037035,other
999055,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999055-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999055-gpt-4o.py,Staffing,"Staffing,EMSRouting",minimize,B,False,False,False,False,False,True,"travel_times,patient_urgency,hospital_shift,__main__,n_patients,n_hospitals,n_time_slots,max_transfers",0.010446261682242991,other
999056,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999056-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999056-gpt-4o.py,WorkforceScheduling,WorkforceScheduling,maximize,B,False,False,False,False,False,True,"labor_requirements,max_shifts_per_worker,rest_days,breaks,__main__,n_workers,n_days,n_shifts,min_labor,max_labor,min_shifts_per_worker,max_rest_days,max_breaks",0.01744186046511628,other
999057,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999057-gpt-4o,5,MILP-Evolve/language_data_example/tab1/code/milp_999057-gpt-4o.py,CapacitatedFacilityLocation,CapacitatedFacilityLocation,minimize,BC,False,False,False,False,False,True,"demands,capacities,fixed_costs,transportation_costs,stochastic_demands,stochastic_capacities,noise_levels,wildlife_disruption,__main__,n_customers,n_facilities,demand_interval,capacity_interval,fixed_cost_scale_interval,fixed_cost_cste_interval,ratio,continuous_assignment,stochastic_demand_std,stochastic_capacity_std,alpha,noise_pollution_interval,wildlife_disruption_scale_interval,noise_pollution_limit,noise_cost_scale,wildlife_disruption_cost_scale",0.0008365564748636684,other
999058,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999058-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999058-gpt-4o.py,CombinatorialAuction,CombinatorialAuction,maximize,B,False,False,False,False,False,True,"bids,bids_per_item,dependency_pairs,__main__,n_items,n_bids,min_value,max_value,value_deviation,additivity,add_item_prob,budget_factor,resale_factor,max_n_sub_bids",0.09033764367816093,other
999059,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999059-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999059-gpt-4o.py,OptimalWarehouseAssignment,OptimalWarehouseAssignment,minimize,BC,False,False,False,False,False,True,"demands,capacities,fixed_costs,storage_costs,transportation_costs,stochastic_demands,stochastic_capacities,__main__,n_suppliers,n_warehouses,demand_interval,capacity_interval,fixed_cost_interval,storage_cost_interval,ratio,stochastic_demand_std,stochastic_capacity_std,max_product_delay",0.013355704697986578,other
999060,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999060-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999060-gpt-4o.py,SetCoverProduction,SetCoverProduction,minimize,BI,False,True,False,False,False,True,"c,indptr_csr,indices_csr,vehicle_availability,vehicle_capacity,__main__,n_rows,n_cols,density,max_coef,n_time_slots,downtime_cost",1.0,covering-like
999061,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999061-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999061-gpt-4o.py,ProductionScheduling,ProductionScheduling,minimize,C,False,False,False,False,False,True,"production_demand,worker_availability,production_capacity,worker_costs,__main__,n_products,n_workers,n_shifts,min_demand,max_demand,min_avail,max_avail,min_capacity,max_capacity,min_cost,max_cost",0.12857142857142856,other
999062,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999062-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999062-gpt-4o.py,MedicalRouting,MedicalRouting,minimize,BI,False,False,False,False,False,True,"travel_times,personnel_availability,urgency_levels,__main__,n_cases,n_hospitals,n_shifts,TravelTimeParam,UrgencyParam",0.005555555555555556,other
999063,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999063-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999063-gpt-4o.py,MaintenanceScheduling,MaintenanceScheduling,minimize,BC,False,False,False,False,False,True,"staff_skills,task_urgency,maintenance_schedule,production_demand,__main__,n_staff,n_tasks,max_hours_per_task,daily_slots,n_shifts",0.019220013766993633,other
